time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU,MTS FG,MTS BG,RAM,EMC,SWAP,APE,NVENC,NVDEC,NVJPG,fan,Temp AO,Temp AUX,Temp CPU,Temp GPU,Temp thermal,power cur,power avg
2021-11-05 13:23:23.003129,"21 days, 0:28:26.370000",OFF,MODE_10W_DESKTOP,9,5,54,1,OFF,OFF,0,0,0,7453584,7453584,1417,150,OFF,OFF,OFF,0.0,41.5,41.0,42.5,41.5,41.75,4199,6586
2021-11-05 13:23:23.296759,"21 days, 0:28:26.660000",OFF,MODE_10W_DESKTOP,48,48,47,60,OFF,OFF,0,2,2,7127420,7127420,1359,150,OFF,OFF,OFF,0.0,41.5,40.5,43.0,42.0,41.75,4647,6505
2021-11-05 13:23:23.818530,"21 days, 0:28:27.180000",OFF,MODE_10W_DESKTOP,38,27,18,80,OFF,OFF,0,1,1,7106680,7106680,1332,150,OFF,OFF,OFF,0.0,41.5,41.0,43.0,42.0,41.85,4566,6428
2021-11-05 13:23:24.344374,"21 days, 0:28:27.710000",OFF,MODE_10W_DESKTOP,9,10,15,37,OFF,OFF,0,0,0,7113404,7113404,1322,150,OFF,OFF,OFF,0.0,41.5,41.0,43.0,42.0,41.85,4076,6337
2021-11-05 13:23:24.860108,"21 days, 0:28:28.220000",OFF,MODE_10W_DESKTOP,11,4,25,55,OFF,OFF,0,0,0,7037232,7037232,1321,150,OFF,OFF,OFF,0.0,41.5,41.0,43.5,41.5,41.9,4484,6269
2021-11-05 13:23:25.372134,"21 days, 0:28:28.740000",OFF,MODE_10W_DESKTOP,26,19,22,70,OFF,OFF,0,1,1,6906700,6906700,1320,150,OFF,OFF,OFF,0.0,41.5,41.0,43.0,42.0,41.9,4606,6209
2021-11-05 13:23:25.889050,"21 days, 0:28:29.250000",OFF,MODE_10W_DESKTOP,18,17,21,21,OFF,OFF,0,0,0,6898348,6898348,1320,150,OFF,OFF,OFF,0.0,41.5,41.0,43.0,42.0,41.9,4036,6134
2021-11-05 13:23:26.407876,"21 days, 0:28:29.770000",OFF,MODE_10W_DESKTOP,6,6,11,15,OFF,OFF,0,0,0,6903372,6903372,1316,150,OFF,OFF,OFF,0.0,41.5,41.0,43.0,42.0,41.9,3750,6055
2021-11-05 13:23:26.923715,"21 days, 0:28:30.290000",OFF,MODE_10W_DESKTOP,20,9,14,34,OFF,OFF,0,0,0,6924244,6924244,1292,150,OFF,OFF,OFF,0.0,41.5,41.0,43.0,42.0,41.9,3872,5984
2021-11-05 13:23:27.436914,"21 days, 0:28:30.800000",OFF,MODE_10W_DESKTOP,19,20,18,25,OFF,OFF,0,0,0,6928376,6928376,1289,150,OFF,OFF,OFF,0.0,41.5,41.0,43.0,42.0,41.9,3832,5917
2021-11-05 13:23:27.955693,"21 days, 0:28:31.320000",OFF,MODE_10W_DESKTOP,15,23,9,25,OFF,OFF,0,0,0,6931408,6931408,1283,150,OFF,OFF,OFF,0.0,41.5,41.0,43.0,41.5,41.9,3913,5856
2021-11-05 13:23:28.471631,"21 days, 0:28:31.840000",OFF,MODE_10W_DESKTOP,7,2,9,14,OFF,OFF,0,0,0,6933484,6933484,1282,150,OFF,OFF,OFF,0.0,41.5,41.0,43.0,42.0,41.75,3669,5792
2021-11-05 13:23:28.982047,"21 days, 0:28:32.350000",OFF,MODE_10W_DESKTOP,15,13,11,13,OFF,OFF,0,0,0,6879340,6879340,1237,150,OFF,OFF,OFF,0.0,41.5,41.0,42.5,42.0,41.75,3587,5729
2021-11-05 13:23:29.496657,"21 days, 0:28:32.860000",OFF,MODE_10W_DESKTOP,34,43,26,62,OFF,OFF,0,0,0,684712,684712,480,150,OFF,OFF,OFF,0.0,42.0,41.0,43.0,42.0,41.75,4525,5696
2021-11-05 13:23:30.011399,"21 days, 0:28:33.380000",OFF,MODE_10W_DESKTOP,15,24,15,13,OFF,OFF,0,0,0,685164,685164,480,150,OFF,OFF,OFF,0.0,41.5,41.0,42.5,42.0,41.75,3709,5642
